Branchcode,Branchname,Bic
67070024,Deutsche Bank PGK Mannheim,DEUTDEDBMAN
70070024,Deutsche Bank PGK München,DEUTDEDBMUC
12070088,Deutsche Bank (Gf intern),DEUTDEDBPAL
13070024,Deutsche Bank PGK Rostock,DEUTDEDBROS
60070024,Deutsche Bank PGK Stuttgart,DEUTDEDBSTG
33070024,Deutsche Bank PGK Wuppertal,DEUTDEDBWUP
38070724,Deutsche Bank PGK DirektBk,DEUTDEDBXXX
30070010,Deutsche Bank Neuss,DEUTDEDD300
30070010,Deutsche Bank Langenfeld Rh,DEUTDEDD301
30070010,Deutsche Bank Monheim Rhein,DEUTDEDD302
30070010,Deutsche Bank Meerbusch,DEUTDEDD303
30070010,Deutsche Bank Ratingen,DEUTDEDD304
30070010,Deutsche Bank Hilden,DEUTDEDD305
30070010,Deutsche Bank Erkrath,DEUTDEDD306
30070010,Deutsche Bank Kaarst,DEUTDEDD307
31070001,Deutsche Bank Mönchengladb,DEUTDEDD310
31470004,Deutsche Bank Viersen,DEUTDEDD314
31470004,Deutsche Bank Nettetal,DEUTDEDD315
31470004,Deutsche Bank Grefrath Kref,DEUTDEDD316
31070001,Deutsche Bank Korschenbroic,DEUTDEDD317
31070001,Deutsche Bank Wegberg,DEUTDEDD318
31070001,Deutsche Bank Erkelenz,DEUTDEDD319
32070080,Deutsche Bank Krefeld,DEUTDEDD320
32070080,Deutsche Bank Xanten,DEUTDEDD321
32070080,Deutsche Bank Willich,DEUTDEDD322
32070080,Deutsche Bank Geldern,DEUTDEDD323
32470077,Deutsche Bank Kleve,DEUTDEDD324
32470077,Deutsche Bank Goch,DEUTDEDD325
32470077,Deutsche Bank Emmerich,DEUTDEDD326
32070080,Deutsche Bank Kempen,DEUTDEDD327
32070080,Deutsche Bank Kevelaer,DEUTDEDD328
32070080,Deutsche Bank Rheinberg,DEUTDEDD329
32070080,Deutsche Bank Tönisvorst,DEUTDEDD331
30070010,Deutsche Bank Düsseldorf,DEUTDEDDXXX
35070030,Deutsche Bank Duisburg,DEUTDEDE350
35070030,Deutsche Bank Dinslaken,DEUTDEDE351
35070030,Deutsche Bank Kamp-Lintfort,DEUTDEDE352
35070030,Deutsche Bank Moers,DEUTDEDE354
35070030,Deutsche Bank Wesel,DEUTDEDE356
36270048,"Deutsche Bank Mülheim, Ruhr",DEUTDEDE362
36570049,Deutsche Bank Oberhausen,DEUTDEDE365
42070062,Deutsche Bank Gladbeck,DEUTDEDE384
41070049,Deutsche Bank Hamm,DEUTDEDE410
41070049,Deutsche Bank Ahlen Westf,DEUTDEDE412
42070062,Deutsche Bank Gelsenkirchen,DEUTDEDE420
42070062,Deutsche Bank Recklinghause,DEUTDEDE421
42070062,Deutsche Bank Bottrop,DEUTDEDE422
42070062,Deutsche Bank Datteln,DEUTDEDE423
42070062,Deutsche Bank Dorsten,DEUTDEDE424
42070062,Deutsche Bank Marl Westf,DEUTDEDE425
42070062,Deutsche Bank Herten Westf,DEUTDEDE426
43070061,Deutsche Bank Bochum,DEUTDEDE430
43070061,Deutsche Bank Witten,DEUTDEDE431
43070061,Deutsche Bank Herne,DEUTDEDE432
43070061,Deutsche Bank Hattingen,DEUTDEDE433
43070061,Deutsche Bank Sprockhövel,DEUTDEDE434
44070050,Deutsche Bank Dortmund,DEUTDEDE440
44070050,Deutsche Bank CastropRauxel,DEUTDEDE441
44070050,Deutsche Bank Lünen,DEUTDEDE442
44070050,Deutsche Bank Unna,DEUTDEDE443
44070050,Deutsche Bank Schwerte,DEUTDEDE444
44070050,Deutsche Bank Waltrop,DEUTDEDE447
44070050,Deutsche Bank Werne Lippe,DEUTDEDE448
36070050,Deutsche Bank Essen,DEUTDEDEXXX
37070060,Deutsche Bank Bergheim Erft,DEUTDEDK351
37070060,Deutsche Bank Dormagen,DEUTDEDK352
37070060,Deutsche Bank Eitorf,DEUTDEDK353
37070060,Deutsche Bank Euskirchen,DEUTDEDK354
37070060,Deutsche Bank Frechen,DEUTDEDK355
37070060,Deutsche Bank Hennef,DEUTDEDK356
37070060,Deutsche Bank Hürth Rheinl,DEUTDEDK357
37070060,Deutsche Bank Kerpen Rheinl,DEUTDEDK358
37070060,Deutsche Bank Troisdorf,DEUTDEDK360
37070060,Deutsche Bank Brühl Rheinl,DEUTDEDK370
37070060,Deutsche Bank Wesseling,DEUTDEDK371
37070060,Deutsche Bank Grevenbroich,DEUTDEDK372
37070060,Deutsche Bank Bergisch-Glad,DEUTDEDK373
37570064,Deutsche Bank Leverkusen,DEUTDEDK375
37570064,Deutsche Bank Leichlingen,DEUTDEDK377
37570064,Deutsche Bank Burscheid,DEUTDEDK378
37070060,Deutsche Bank Euskirchen,DEUTDEDK379
38070059,Deutsche Bank Bonn,DEUTDEDK380
38070059,Deutsche Bank Remagen,DEUTDEDK384
38070059,Deutsche Bank Bad Neuenahr,DEUTDEDK385
37070060,Deutsche Bank Siegburg,DEUTDEDK386
38070059,Deutsche Bank Bad Honnef,DEUTDEDK387
38070059,Deutsche Bank Rheinbach,DEUTDEDK388
38070059,Deutsche Bank Meckenheim Rh,DEUTDEDK389
39070020,Deutsche Bank Aachen,DEUTDEDK390
39070020,Deutsche Bank Eschweiler Rh,DEUTDEDK391
39070020,Deutsche Bank Jülich,DEUTDEDK392
39070020,Deutsche Bank Stolberg,DEUTDEDK393
39070020,Deutsche Bank Hückelhoven,DEUTDEDK394
39570061,Deutsche Bank Düren,DEUTDEDK395
39570061,Deutsche Bank Kreuzau,DEUTDEDK396
39070020,Deutsche Bank Herzogenrath,DEUTDEDK397
39070020,Deutsche Bank Alsdorf Rhein,DEUTDEDK398
39070020,Deutsche Bank Übach-Palenbg,DEUTDEDK399
39070020,Deutsche Bank Würselen,DEUTDEDK400
39070020,Deutsche Bank Heinsberg,DEUTDEDK401
46070090,Deutsche Bank Siegen,DEUTDEDK460
46070090,Deutsche Bank Biedenkopf,DEUTDEDK461
46070090,Deutsche Bank Olpe Biggesee,DEUTDEDK462
46070090,Deutsche Bank Bad Berleburg,DEUTDEDK463
46070090,Deutsche Bank Wissen Sieg,DEUTDEDK464
46070090,Deutsche Bank Neunkirc Sieg,DEUTDEDK465
46070090,Deutsche Bank Betzdorf Sieg,DEUTDEDK466
46070090,Deutsche Bank Altenkirchen,DEUTDEDK467
46070090,Deutsche Bank Attendorn,DEUTDEDK468
46070090,Deutsche Bank Laasphe,DEUTDEDK469
46070090,Deutsche Bank Freudenberg W,DEUTDEDK470
46070090,Deutsche Bank Herborn Hess,DEUTDEDK471
46070090,Deutsche Bank Lennestadt,DEUTDEDK472
46070090,Deutsche Bank Schmallenberg,DEUTDEDK473
46070090,Deutsche Bank Kreuztal,DEUTDEDK474
46070090,Deutsche Bank Haiger,DEUTDEDK475
46070090,Deutsche Bank Dillenburg,DEUTDEDK516
37070060,Deutsche Bank Köln,DEUTDEDKXXX
33070090,Deutsche Bank Velbert,DEUTDEDW330
33070090,Deutsche Bank Ennepetal,DEUTDEDW331
33070090,Deutsche Bank Heiligenhaus,DEUTDEDW332
33070090,Deutsche Bank Mettmann,DEUTDEDW333
33070090,Deutsche Bank Schwelm,DEUTDEDW334
33070090,Deutsche Bank Wülfrath,DEUTDEDW335
34070093,Deutsche Bank Remscheid,DEUTDEDW340
34070093,Deutsche Bank Wipperfürth,DEUTDEDW341
34270094,Deutsche Bank Solingen,DEUTDEDW342
34270094,Deutsche Bank Haan Rheinl,DEUTDEDW343
34070093,Deutsche Bank Hückeswagen,DEUTDEDW344
34070093,Deutsche Bank Radevormwald,DEUTDEDW345
34070093,Deutsche Bank Wermelskirche,DEUTDEDW346
38470091,Deutsche Bank Gummersbach,DEUTDEDW384
38470091,Deutsche Bank Bergneustadt,DEUTDEDW385
38470091,Deutsche Bank Waldbröl,DEUTDEDW387
38470091,Deutsche Bank Engelskirchen,DEUTDEDW388
38470091,Deutsche Bank Meinerzhagen,DEUTDEDW389
44570004,Deutsche Bank Werdohl,DEUTDEDW443
44570004,Deutsche Bank Hemer,DEUTDEDW444
44570004,Deutsche Bank Iserlohn,DEUTDEDW445
44570004,Deutsche Bank Altena Westf,DEUTDEDW446
44570004,Deutsche Bank Menden Sauerl,DEUTDEDW447
44570004,Deutsche Bank Neuenrade,DEUTDEDW448
44570004,Deutsche Bank Plettenberg,DEUTDEDW449
45070002,Deutsche Bank Hagen,DEUTDEDW450
45070002,Deutsche Bank Lüdenscheid,DEUTDEDW451
45070002,Deutsche Bank Herdecke Ruhr,DEUTDEDW453
45070002,Deutsche Bank Gevelsberg,DEUTDEDW454
45070002,Deutsche Bank Kierspe,DEUTDEDW456
46670007,Deutsche Bank Arnsberg,DEUTDEDW466
46670007,Deutsche Bank Sundern Sauer,DEUTDEDW467
46670007,Deutsche Bank Meschede,DEUTDEDW468
33070090,Deutsche Bank Wuppertal,DEUTDEDWXXX
50070010,Deutsche Bank Bad Homburg,DEUTDEFF500
50073019,Deutsche Bank Rüsselsheim,DEUTDEFF502
50070010,Deutsche Bank Friedbg Hess,DEUTDEFF503
50070010,Deutsche Bank Oberursel,DEUTDEFF504
50570018,Deutsche Bank Offenbach,DEUTDEFF505
50670009,Deutsche Bank Hanau Main,DEUTDEFF506
50570018,Deutsche Bank Neu-Isenburg,DEUTDEFF507
50870005,Deutsche Bank Darmstadt,DEUTDEFF508
50970004,Deutsche Bank Bensheim,DEUTDEFF509
51070021,Deutsche Bank Wiesbaden,DEUTDEFF510
51170010,Deutsche Bank Limburg Lahn,DEUTDEFF511
51070021,Deutsche Bank Eltville,DEUTDEFF512
51370008,Deutsche Bank Gießen,DEUTDEFF513
51070021,Deutsche Bank Taunusstein,DEUTDEFF514
51570008,Deutsche Bank Wetzlar,DEUTDEFF515
50970004,Deutsche Bank Heppenheim,DEUTDEFF519
52070012,Deutsche Bank Kassel,DEUTDEFF520
52071212,Deutsche Bank Bad Wildungen,DEUTDEFF521
52270012,Deutsche Bank Eschwege,DEUTDEFF522
52070012,Deutsche Bank Baunatal,DEUTDEFF523
52070012,Deutsche Bank Hann Münden,DEUTDEFF524
53070007,Deutsche Bank Fulda,DEUTDEFF530
53070007,Deutsche Bank Alsfeld,DEUTDEFF531
53270012,Deutsche Bank Bad Hersfeld,DEUTDEFF532
53370008,Deutsche Bank Marburg Lahn,DEUTDEFF533
53070007,Deutsche Bank Lauterbach He,DEUTDEFF534
50070010,Deutsche Bank Hofheim,DEUTDEFF540
50070010,Deutsche Bank Königstein,DEUTDEFF541
50070010,Deutsche Bank Kronberg,DEUTDEFF542
50073019,Deutsche Bank Raunheim,DEUTDEFF543
50570018,Deutsche Bank Dietzenbach,DEUTDEFF544
50570018,Deutsche Bank Dreieich,DEUTDEFF545
50570018,Deutsche Bank Heusenstamm,DEUTDEFF546
50570018,Deutsche Bank Langen Hess,DEUTDEFF547
50570018,Deutsche Bank Mühlheim Main,DEUTDEFF548
50570018,Deutsche Bank Obertshausen,DEUTDEFF549
50570018,Deutsche Bank Rodgau,DEUTDEFF550
50870005,Deutsche Bank Griesheim Hes,DEUTDEFF551
50870005,Deutsche Bank Groß-Gerau,DEUTDEFF552
79570051,Deutsche Bank Aschaffenburg,DEUTDEFF795
79570051,Deutsche Bank Miltenberg,DEUTDEFF796
12070070,Deutsche Bank (Gf intern),DEUTDEFFVAC
50070010,Deutsche Bank Frankfurt F,DEUTDEFFXXX
28070057,Deutsche Bank Oldenburg,DEUTDEHB280
28070057,Deutsche Bank Bad Zwischena,DEUTDEHB281
28270056,Deutsche Bank Wilhelmshaven,DEUTDEHB282
28270056,Deutsche Bank Jever,DEUTDEHB283
28470091,Deutsche Bank Emden,DEUTDEHB284
28570092,Deutsche Bank Leer,DEUTDEHB285
28470091,Deutsche Bank Norden,DEUTDEHB286
28570092,Deutsche Bank Papenburg,DEUTDEHB287
28570092,Deutsche Bank Weener,DEUTDEHB288
28470091,Deutsche Bank Aurich,DEUTDEHB289
29070059,Deutsche Bank Vechta,DEUTDEHB290
29172655,Deutsche Bank Verden,DEUTDEHB291
29070051,Deutsche Bank Bremerhaven,DEUTDEHB292
29070058,Deutsche Bank Cloppenburg,DEUTDEHB293
29070052,Deutsche Bank Delmenhorst,DEUTDEHB294
29070050,Deutsche Bank Achim Bremen,DEUTDEHB295
29070059,Deutsche Bank Lohne Oldenbg,DEUTDEHB296
29070050,Deutsche Bank Osterholz-Sch,DEUTDEHB297
28470091,Deutsche Bank Norderney,DEUTDEHB298
29070050,Deutsche Bank Bremen,DEUTDEHBXXX
20070000,Deutsche Bank Itzehoe,DEUTDEHH200
20070000,Deutsche Bank Ahrensburg,DEUTDEHH201
20070000,Deutsche Bank Norderstedt,DEUTDEHH202
20070000,Deutsche Bank Lauenburg,DEUTDEHH203
20070000,Deutsche Bank Wedel Holst,DEUTDEHH204
20070000,Deutsche Bank Geesthacht,DEUTDEHH205
20070000,Deutsche Bank Pinneberg,DEUTDEHH206
20070000,Deutsche Bank Buchholz,DEUTDEHH207
20070000,Deutsche Bank Stade,DEUTDEHH209
21070020,Deutsche Bank Kiel,DEUTDEHH210
20070000,Deutsche Bank Buxtehude,DEUTDEHH211
21270020,Deutsche Bank Neumünster,DEUTDEHH212
20070000,Deutsche Bank Reinbek,DEUTDEHH213
21070020,Deutsche Bank Rendsburg,DEUTDEHH214
21570011,Deutsche Bank Flensburg,DEUTDEHH215
21570011,Deutsche Bank Westerland,DEUTDEHH216
21770011,Deutsche Bank Husum Nordsee,DEUTDEHH217
20070000,Deutsche Bank Brunsbüttel,DEUTDEHH219
20070000,Deutsche Bank Elmshorn,DEUTDEHH221
23070710,Deutsche Bank,DEUTDEHH222
20070000,Deutsche Bank Cuxhaven,DEUTDEHH241
20070000,Deutsche Bank Hamburg,DEUTDEHHXXX
70070010,Deutsche Bank Bad Tölz,DEUTDEMM700
70070010,Deutsche Bank Garmisch-Part,DEUTDEMM701
70070010,Deutsche Bank Landsberg Lec,DEUTDEMM702
70070010,Deutsche Bank Landshut,DEUTDEMM703
70070010,Deutsche Bank Mühldorf Inn,DEUTDEMM704
70070010,Deutsche Bank Rosenheim,DEUTDEMM705
70070010,Deutsche Bank Dachau,DEUTDEMM706
70070010,Deutsche Bank Freising,DEUTDEMM707
70070010,Deutsche Bank Fürstenfeldb,DEUTDEMM708
70070010,Deutsche Bank Starnberg,DEUTDEMM709
70070010,Deutsche Bank Bad Reichenha,DEUTDEMM710
70070010,Deutsche Bank Weilheim Obb,DEUTDEMM711
70070010,Deutsche Bank Erding,DEUTDEMM712
70070010,Deutsche Bank Germering,DEUTDEMM713
70070010,Deutsche Bank Grünwald,DEUTDEMM714
70070010,Deutsche Bank Ottobrunn,DEUTDEMM715
70070010,Deutsche Bank Planegg,DEUTDEMM716
70070010,Deutsche Bank Rottach-Egern,DEUTDEMM717
72070001,Deutsche Bank Augsburg,DEUTDEMM720
72170007,Deutsche Bank Ingolstadt,DEUTDEMM721
72170007,Deutsche Bank Neuburg Donau,DEUTDEMM722
72070001,Deutsche Bank Bad Wörishof,DEUTDEMM723
72070001,Deutsche Bank Dillingen,DEUTDEMM724
72070001,Deutsche Bank Gersthofen,DEUTDEMM725
72070001,Deutsche Bank Günzburg,DEUTDEMM726
72070001,Deutsche Bank Königsbrunn,DEUTDEMM727
72170007,Deutsche Bank Pfaffenh Ilm,DEUTDEMM728
72170007,Deutsche Bank Vohburg Donau,DEUTDEMM729
73370008,Deutsche Bank Kempten Allga,DEUTDEMM733
73370008,Deutsche Bank Memmingen,DEUTDEMM734
73370008,Deutsche Bank Sonthofen,DEUTDEMM735
73370008,Deutsche Bank Marktoberdorf,DEUTDEMM736
73370008,Deutsche Bank Kaufbeuren,DEUTDEMM737
75070013,Deutsche Bank Deggendorf,DEUTDEMM741
75070013,Deutsche Bank Regensburg,DEUTDEMM750
75070013,Deutsche Bank Straubing,DEUTDEMM751
75070013,Deutsche Bank Passau,DEUTDEMM752
76070012,Deutsche Bank Nürnberg,DEUTDEMM760
76070012,Deutsche Bank Ansbach,DEUTDEMM761
76070012,Deutsche Bank Bamberg,DEUTDEMM762
76070012,Deutsche Bank Erlangen,DEUTDEMM763
76070012,Deutsche Bank Fürth Bay,DEUTDEMM764
76070012,Deutsche Bank Amberg Oberpf,DEUTDEMM765
76070012,Deutsche Bank Weiden Oberpf,DEUTDEMM766
76070012,Deutsche Bank Neumarkt Opf,DEUTDEMM767
76070012,Deutsche Bank Forchheim Ofr,DEUTDEMM768
76070012,Deutsche Bank Zirndorf,DEUTDEMM769
76070012,Deutsche Bank Schwabach Mfr,DEUTDEMM771
76070012,Deutsche Bank Lauf Pegnitz,DEUTDEMM772
76070012,Deutsche Bank Bayreuth,DEUTDEMM773
76070012,Deutsche Bank Kulmbach,DEUTDEMM774
76070012,Deutsche Bank Coburg,DEUTDEMM783
79070016,Deutsche Bank Würzburg,DEUTDEMM790
79070016,Deutsche Bank Schweinfurt,DEUTDEMM791
79070016,Deutsche Bank Bad Mergenthe,DEUTDEMM792
70070010,Deutsche Bank München,DEUTDEMMXXX
54070092,Deutsche Bank Kaiserslauter,DEUTDESM540
54070092,Deutsche Bank Landstuhl,DEUTDESM541
54270096,Deutsche Bank Pirmasens,DEUTDESM542
54270096,Deutsche Bank Zweibrücken,DEUTDESM543
54570094,Deutsche Bank Frankenthal,DEUTDESM544
54570094,Deutsche Bank Ludwigshafen,DEUTDESM545
54670095,Deutsche Bank Neustadt Wstr,DEUTDESM546
54570094,Deutsche Bank Speyer,DEUTDESM547
54670095,Deutsche Bank Landau Pfalz,DEUTDESM548
54570094,Deutsche Bank Alzey,DEUTDESM549
54570094,Deutsche Bank Limburgerhof,DEUTDESM550
54670095,Deutsche Bank Bad Dürkheim,DEUTDESM552
54570094,Deutsche Bank Worms,DEUTDESM553
66070004,Deutsche Bank Karlsruhe,DEUTDESM660
66070004,Deutsche Bank Bruchsal,DEUTDESM661
66270001,Deutsche Bank Baden-Baden,DEUTDESM662
66070004,Deutsche Bank Bretten Baden,DEUTDESM663
66070004,Deutsche Bank Ettlingen,DEUTDESM664
66270001,Deutsche Bank Rastatt,DEUTDESM665
66670006,Deutsche Bank Pforzheim,DEUTDESM666
66270001,Deutsche Bank Gernsbach,DEUTDESM667
66270001,Deutsche Bank Bühl Baden,DEUTDESM669
67070010,Deutsche Bank Weinheim Berg,DEUTDESM670
66270001,Deutsche Bank Gaggenau,DEUTDESM671
67270003,Deutsche Bank Heidelberg,DEUTDESM672
67070010,Deutsche Bank Schwetzingen,DEUTDESM673
67270003,Deutsche Bank Mosbach Baden,DEUTDESM674
67070010,Deutsche Bank Viernheim,DEUTDESM675
67070010,Deutsche Bank Hockenheim,DEUTDESM676
66670006,Deutsche Bank Mühlacker,DEUTDESM677
67270003,Deutsche Bank Wiesloch,DEUTDESM678
67070010,Deutsche Bank Mannheim,DEUTDESMXXX
60070070,Deutsche Bank Böblingen,DEUTDESS602
65370075,Deutsche Bank Tuttlingen,DEUTDESS603
60470082,Deutsche Bank Ludwigsburg,DEUTDESS604
60070070,Deutsche Bank Sindelfingen,DEUTDESS605
60270073,Deutsche Bank Waiblingen,DEUTDESS606
60470082,Deutsche Bank Asperg,DEUTDESS608
60070070,Deutsche Bank Leinfelden-Ec,DEUTDESS609
61070078,Deutsche Bank Göppingen,DEUTDESS610
61170076,Deutsche Bank Esslingen,DEUTDESS611
61170076,Deutsche Bank Nürtingen,DEUTDESS612
61370086,Deutsche Bank Schwäb Gmünd,DEUTDESS613
61370086,Deutsche Bank Aalen Württ,DEUTDESS614
61370086,Deutsche Bank Heidenheim Br,DEUTDESS615
61370086,Deutsche Bank Schorndorf Wu,DEUTDESS616
60470082,Deutsche Bank Kornwestheim,DEUTDESS617
61070078,Deutsche Bank Geislingen St,DEUTDESS618
61170076,Deutsche Bank Kirchheim Tec,DEUTDESS619
62070081,Deutsche Bank Heilbronn,DEUTDESS620
62070081,Deutsche Bank Neckarsulm,DEUTDESS621
62070081,Deutsche Bank Schwäbisch H,DEUTDESS622
60470082,Deutsche Bank Marbach Necka,DEUTDESS623
60070070,Deutsche Bank Leonberg Wür,DEUTDESS624
61170076,Deutsche Bank Plochingen,DEUTDESS626
61070078,Deutsche Bank Eislingen Fil,DEUTDESS627
62070081,Deutsche Bank Künzelsau,DEUTDESS628
62070081,Deutsche Bank Öhringen,DEUTDESS629
63070088,Deutsche Bank Ulm Donau,DEUTDESS630
63070088,Deutsche Bank Biberach Riß,DEUTDESS631
63070088,Deutsche Bank Neu-Ulm,DEUTDESS632
61370086,Deutsche Bank Nördlingen,DEUTDESS633
60470082,Deutsche Bank Bietigheim-Bi,DEUTDESS635
61370086,Deutsche Bank Crailsheim,DEUTDESS637
61370086,Deutsche Bank Ellwangen Jag,DEUTDESS638
61370086,Deutsche Bank Giengen Brenz,DEUTDESS639
64070085,Deutsche Bank Reutlingen,DEUTDESS640
64070085,Deutsche Bank Tübingen,DEUTDESS641
64070085,Deutsche Bank Metzingen Wü,DEUTDESS642
64070085,Deutsche Bank Nagold,DEUTDESS643
64070085,Deutsche Bank Pfullingen,DEUTDESS644
64070085,Deutsche Bank Rottenburg Ne,DEUTDESS645
64070085,Deutsche Bank Freudenstadt,DEUTDESS646
60070070,Deutsche Bank Gerlingen Wü,DEUTDESS647
60470082,Deutsche Bank Markgrönigen,DEUTDESS648
65070084,Deutsche Bank Tettnang,DEUTDESS649
65070084,Deutsche Bank Ravensburg,DEUTDESS650
65070084,Deutsche Bank Friedrichshaf,DEUTDESS651
65070084,Deutsche Bank Leutkirch,DEUTDESS652
65370075,Deutsche Bank Albstadt,DEUTDESS653
65070084,Deutsche Bank Lindau Bodens,DEUTDESS654
65370075,Deutsche Bank Balingen,DEUTDESS655
65070084,Deutsche Bank Wangen Allgäu,DEUTDESS657
65070084,Deutsche Bank Weingarten Wu,DEUTDESS658
60670070,Deutsche Bank Untertürkheim,DEUTDESS659
60070070,Deutsche Bank Stuttgart,DEUTDESSXXX
37013030,DPZ Bonn,DEZMDE31XXX
29020400,Factoring Bank Bremen,DFABDE21XXX
20090400,DG HYP Hamburg,DGHYDEH1XXX
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MALT
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MBRA
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MBUR
48021900,Bankverein Werther Westf,DGPBDE3MBVW
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MDEL
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MDRI
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MDTM
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MHBM
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MHOV
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MHOX
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MLAG
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MLEM
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MLIP
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MOER
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MSAL
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MSTE
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MWAR
47260121,VB Paderborn-Höxter-Detmold,DGPBDE3MXXX
10050999,DekaBank Berlin,DGZFDEFFBER
50050999,DekaBank Frankfurt,DGZFDEFFXXX
30130100,Demir-Halk Bank Düsseldorf,DHBNDEDDXXX
30130800,Düsseldorfer Hypothekenbank,DHYPDEDDXXX
50250200,DL Finance Bad Homburg,DLFGDE51XXX
10030700,Gries & Heissel Wiesbaden,DLGHDEB1XXX
20220100,DNB Bank,DNBADEHXXXX
50123400,VTB Direktbank,DOBADEF1XXX
44050199,Sparkasse Dortmund,DORTDE33XXX
20120400,Deutscher Ring Bspk Hamburg,DRBKDEH1XXX
50080025,Commerzbank Zw 25 Ffm,DRESDEF1S01
10080006,Commerzbank Berlin Zw B,DRESDEF1S02
10080088,Commerzbank IBLZ Berlin,DRESDEF1S03
30080005,Commerzbank Düsseldorf 05,DRESDEF1S04
30080038,Commerzbank Düsseldorf 38,DRESDEF1S05
37080096,Commerzbank Zw 96 Köln,DRESDEF1S06
37080097,Commerzbank Zw 97 Köln,DRESDEF1S07
10080000,Commerzbank Fil I Berlin,DRESDEFF100
10080055,Commerzbank Zw 55 Berlin,DRESDEFF112
10080057,Commerzbk ZW 57 Berlin,DRESDEFF114
12080000,Commerzbank Fil II Berlin,DRESDEFF120
13080000,Commerzbank Rostock,DRESDEFF130
14080000,Commerzbank Schwerin,DRESDEFF140
15080000,Commerzbank Neubrandenbg,DRESDEFF150
16080000,Commerzbank Potsdam,DRESDEFF160
17080000,"Commerzbank Frankfurt, O",DRESDEFF170
18080000,Commerzbank Cottbus,DRESDEFF180
10080900,Commerzbk Fil III Berlin,DRESDEFF199
20080000,Commerzbank Hamburg,DRESDEFF200
22280000,Commerzbank Itzehoe,DRESDEFF201
22181400,Commerzbank Pinneberg,DRESDEFF206
20080055,Commerzbank Zw 55 Hamburg,DRESDEFF207
20080057,Commerzbk ZW 57 Hamburg,DRESDEFF208
21080050,Commerzbank Kiel,DRESDEFF210
21280002,Commerzbank Neumünster,DRESDEFF212
21480003,Commerzbank Rendsburg,DRESDEFF214
21580000,Commerzbank Flensburg,DRESDEFF215
22180000,Commerzbank Elmshorn,DRESDEFF221
23080040,Commerzbank Lübeck,DRESDEFF230
24080000,Commerzbank Lüneburg,DRESDEFF240
24180001,Commerzbank Cuxhaven,DRESDEFF241
24180000,Commerzbank Otterndorf,DRESDEFF242
25080020,Commerzbank Hannover,DRESDEFF250
25480021,Commerzbank Hameln,DRESDEFF254
25780022,Commerzbank Celle,DRESDEFF257
25980027,Commerzbank Hildesheim,DRESDEFF259
26080024,Commerzbank Göttingen,DRESDEFF260
26280020,Commerzbank Northeim Han,DRESDEFF261
26281420,Commerzbank Einbeck,DRESDEFF262
26580070,Commerzbank Osnabrück,DRESDEFF265
26880063,Commerzbank Goslar,DRESDEFF268
26981062,Commerzbank Wolfsburg,DRESDEFF269
27080060,Commerzbank Braunschweig,DRESDEFF270
28280012,Commerzbank Wilhelmshaven,DRESDEFF282
29080010,Commerzbank Bremen,DRESDEFF290
29280011,Commerzbank Bremerhaven,DRESDEFF292
30080000,Commerzbank Düsseldorf,DRESDEFF300
30080055,Commerzbk Zw55 Düsseldorf,DRESDEFF309
31080015,Commerzbank Mönchengladb,DRESDEFF310
30080057,Commerzbk ZW57 Düsseldorf,DRESDEFF316
32080010,Commerzbank Krefeld,DRESDEFF320
33080030,Commerzbank Wuppertal,DRESDEFF332
34080031,Commerzbank Remscheid,DRESDEFF340
34280032,Commerzbank Solingen,DRESDEFF342
35080070,Commerzbank Duisburg,DRESDEFF350
36080080,Commerzbank Essen,DRESDEFF360
36280071,Commerzbank Mülheim Ruhr,DRESDEFF362
36580072,Commerzbank Oberhausen,DRESDEFF365
37080040,Commerzbank Köln,DRESDEFF370
38080055,Commerzbank Bonn,DRESDEFF380
39080005,Commerzbank Aachen,DRESDEFF390
39580041,Commerzbank Düren,DRESDEFF395
40080040,Commerzbank Münster,DRESDEFF400
41280043,Commerzbank Beckum Westf,DRESDEFF413
42080082,Commerzbank Gelsenkirchen,DRESDEFF420
42680081,Commerzbank Recklinghsn,DRESDEFF426
43080083,Commerzbank Bochum,DRESDEFF430
44080050,Commerzbank Dortmund,DRESDEFF440
44580070,Commerzbank Iserlohn,DRESDEFF445
44080055,Commerzbk Zw55 Dortmund,DRESDEFF446
44080057,Commerzbk ZW 57 Dortmund,DRESDEFF447
45080060,Commerzbank Hagen,DRESDEFF450
46080010,Commerzbank Siegen,DRESDEFF460
47880031,Commerzbank Gütersloh,DRESDEFF478
48080020,Commerzbank Bielefeld,DRESDEFF480
